"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"28427",28427,4,8,17,18,"IMAGE:302714","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.584756","gene","DNA","M",8,27244,0,"U","U",-0.449166666666667,-1.182,-1.5342236183605,0.145905866049566,0.248480368727015,-5.96051801274709,-0.449166666666667
"31139",31139,3,9,29,18,"IMAGE:1049030","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.1524","gene","DNA","F",9,28925,0,"U","U",-0.508625,0.120642857142857,-1.53417103055666,0.145918723450494,0.248490321911921,-5.96059181649594,-0.508625
"15095",15095,1,5,5,24,"IMAGE:1334539","","Homo sapiens","cDNA_clone","DNA","Experimental","Leucyl-tRNA synthetase","gene","DNA","P",5,13431,0,"U","U",0.490208333333333,0.138214285714286,1.53414196884006,0.145925829275119,0.248490480041584,-5.96063260204073,0.490208333333333
"21228",21228,4,6,18,18,"IMAGE:306578","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.203420","gene","DNA","M",18,27249,0,"U","U",-0.338916666666667,-1.383,-1.5338161196811,0.146005522021182,0.248602935343271,-5.96108986409404,-0.338916666666667
"38268",38268,3,11,18,16,"IMAGE:740122","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.520136","gene","DNA","F",23,501860,0,"U","U",-0.358791666666667,-0.384142857142857,-1.53381457111477,0.14600590084084,0.248602935343271,-5.96109203701908,-0.358791666666667
"38195",38195,3,11,5,14,"IMAGE:685909","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.409578","gene","DNA","F",11,1758,0,"U","U",-0.29025,0.556357142857143,-1.53370266307301,0.146033278658,0.248637603319827,-5.96124906049006,-0.29025
"960",960,2,1,30,2,"IMAGE:2109792","","Homo sapiens","cDNA_clone","DNA","Experimental","2780","gene","DNA","G",13,531723,0,"U","U",0.337,0.653428571428571,1.5336451604894,0.146047348100335,0.248649610092215,-5.96132974185403,0.337
"42932",42932,4,12,2,22,"IMAGE:38588","","Homo sapiens","cDNA_clone","DNA","Experimental","3422","gene","DNA","M",24,515540,0,"U","U",-0.584625,-0.281428571428571,-1.53354319656215,0.146072298932174,0.248680140684367,-5.96147280113718,-0.584625
"34832",34832,3,10,2,22,"IMAGE:752688","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.572336","gene","DNA","N",22,515635,0,"U","U",-0.287083333333333,0.169714285714286,-1.53330592541584,0.146130373706089,0.24876705734255,-5.96180567489668,-0.287083333333333
"6642",6642,4,2,12,12,"IMAGE:2500020","","Homo sapiens","cDNA_clone","DNA","Experimental","Protein tyrosine phosphatase, receptor type, O","gene","DNA","I",14,542139,0,"U","U",-0.504416666666667,-1.57742857142857,-1.53293280827775,0.146221737710888,0.248910633308186,-5.96232905486275,-0.504416666666667
"31965",31965,4,9,15,16,"IMAGE:80399","","Homo sapiens","cDNA_clone","DNA","Experimental","6426","gene","DNA","A",9,501541,0,"U","U",-0.354166666666667,-0.0357857142857143,-1.53284864788678,0.146242352457111,0.24893376607479,-5.96244709579481,-0.354166666666667
"31758",31758,4,9,18,9,"IMAGE:742576","","Homo sapiens","cDNA_clone","DNA","Experimental","Sperm associated antigen 11","gene","DNA","A",21,510379,0,"U","U",-0.229958333333333,-0.486928571428571,-1.53265855302325,0.146288924445737,0.249001078920392,-5.96271370004366,-0.229958333333333
"25329",25329,1,8,9,5,"IMAGE:2304929","","Homo sapiens","cDNA_clone","DNA","Experimental","PCDHA6","gene","DNA","D",8,531888,0,"U","U",-0.244666666666667,0.0476428571428571,-1.53258558289932,0.146306804967861,0.249005576654081,-5.96281603280984,-0.244666666666667
"16430",16430,3,5,20,8,"IMAGE:199945","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.517033","gene","DNA","J",17,500345,0,"U","U",-0.390541666666667,0.386,-1.53256236898707,0.14631249366693,0.249005576654081,-5.9628485870884,-0.390541666666667
"14631",14631,1,5,21,8,"IMAGE:813533","","Homo sapiens","cDNA_clone","DNA","Experimental","Syndecan binding protein (syntenin)","gene","DNA","P",5,500375,0,"U","U",-0.426541666666667,0.0640714285714286,-1.53256173352585,0.146312649392881,0.249005576654081,-5.96284947822923,-0.426541666666667
"6054",6054,3,2,24,22,"IMAGE:285537","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.480694","gene","DNA","J",14,511767,0,"U","U",-0.253291666666666,0.602571428571429,-1.53252864318625,0.146320758695549,0.249007417648498,-5.96289588218874,-0.253291666666666
"39708",39708,1,12,18,4,"IMAGE:897292","","Homo sapiens","cDNA_clone","DNA","Experimental","5141","gene","DNA","H",24,529424,0,"U","U",-0.198083333333333,-0.0681428571428571,-1.53233678945283,0.146367782910246,0.249075480350531,-5.9631649123244,-0.198083333333333
"35725",35725,4,10,25,21,"IMAGE:27396","","Homo sapiens","cDNA_clone","DNA","Experimental","Galactose-3-O-sulfotransferase 3","gene","DNA","A",10,515461,0,"U","U",-0.272958333333333,-0.456857142857143,-1.53208804033369,0.146428771418312,0.249167298548002,-5.96351368856815,-0.272958333333333
"6053",6053,3,2,23,22,"IMAGE:594988","","Homo sapiens","cDNA_clone","DNA","Experimental","64412","gene","DNA","J",2,511761,0,"U","U",-0.256,0.285285714285714,-1.53198779221781,0.146453356390718,0.249197165625831,-5.96365423688527,-0.256
"5959",5959,3,2,19,19,"IMAGE:1370346","","Homo sapiens","cDNA_clone","DNA","Experimental","10390","gene","DNA","N",2,25129,0,"U","U",-0.430791666666666,-1.2175,-1.53176937568881,0.146506933187649,0.249276358397981,-5.96396043473281,-0.430791666666666
"17622",17622,4,5,12,18,"IMAGE:824117","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.468623","gene","DNA","A",17,28617,0,"U","U",-0.427458333333333,0.237928571428571,-1.5317037022868,0.146523045871463,0.249291802764024,-5.96405249599016,-0.427458333333333
"35502",35502,4,10,12,14,"IMAGE:1241539","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","A",22,20459,0,"U","U",-0.288833333333333,-0.136285714285714,-1.53159273827527,0.146550273805469,0.249326156035395,-5.96420803930535,-0.288833333333333
"14438",14438,1,5,8,2,"IMAGE:1304150","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.249996","gene","DNA","L",17,12165,0,"U","U",-0.283666666666667,1.03842857142857,-1.53140905741816,0.146595354104926,0.249390876800453,-5.96446549515311,-0.283666666666667
"3759",3759,1,2,9,6,"IMAGE:855808","","Homo sapiens","cDNA_clone","DNA","Experimental","CPM","gene","DNA","P",2,522165,0,"U","U",-0.228625,0.496142857142857,-1.53130064110386,0.146621967917867,0.249424177312102,-5.96461744610371,-0.228625
"26850",26850,2,8,30,25,"IMAGE:685320","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.254042","gene","DNA","K",20,358,0,"U","U",0.262458333333333,-0.503142857142857,1.53122545248937,0.146640427456363,0.249443603747543,-5.96472282216309,0.262458333333333
"24878",24878,4,7,8,20,"IMAGE:197077","","Homo sapiens","cDNA_clone","DNA","Experimental","Golgi phosphoprotein 3 (coat-protein)","gene","DNA","A",19,510762,0,"U","U",-0.51425,1.94735714285714,-1.53101104929906,0.146693076294262,0.249512830521884,-5.96502328536013,-0.51425
"34450",34450,3,10,10,9,"IMAGE:1336705","","Homo sapiens","cDNA_clone","DNA","Experimental","Homo sapiens, clone IMAGE:5019307, mRNA","gene","DNA","B",22,13643,0,"U","U",0.276666666666666,-0.324428571428571,1.53100237192293,0.146695207445937,0.249512830521884,-5.9650354451335,0.276666666666666
"28090",28090,4,8,10,7,"IMAGE:684230","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.28659","gene","DNA","I",20,1594,0,"U","U",0.323208333333333,-0.585357142857143,1.53091883577721,0.146715725144277,0.249535750445791,-5.96515250337363,0.323208333333333
"32518",32518,1,10,28,4,"IMAGE:25838","","Homo sapiens","cDNA_clone","DNA","Experimental","63941","gene","DNA","L",22,509863,0,"U","U",-0.33225,-0.0731428571428571,-1.53082783669677,0.146738078602247,0.249561790300154,-5.96528001405801,-0.33225
"27185",27185,3,8,5,7,"IMAGE:704690","","Homo sapiens","cDNA_clone","DNA","Experimental","10114","gene","DNA","B",8,2212,0,"U","U",0.470208333333333,-0.270357142857143,1.5306364224529,0.146785107904604,0.249623157261419,-5.96554821155565,0.470208333333333
"11556",11556,1,4,6,26,"IMAGE:1319703","","Homo sapiens","cDNA_clone","DNA","Experimental","Poly (ADP-ribose) polymerase family, member 14","gene","DNA","H",16,24524,0,"U","U",-0.333416666666667,-0.0936428571428571,-1.53062363075943,0.146788251198005,0.249623157261419,-5.96556613359664,-0.333416666666667
"29344",29344,1,9,4,19,"IMAGE:346902","","Homo sapiens","cDNA_clone","DNA","Experimental","ZNF83","gene","DNA","P",21,28991,0,"U","U",-0.269833333333333,-1.22164285714286,-1.53045091225122,0.146830698746871,0.249678953980799,-5.96580811343312,-0.269833333333333
"7721",7721,1,3,11,18,"IMAGE:416474","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.34560","gene","DNA","D",3,27374,0,"U","U",-0.415083333333334,-2.22264285714286,-1.53043278272543,0.14683515488533,0.249678953980799,-5.96583351187479,-0.415083333333334
"31609",31609,4,9,19,4,"IMAGE:342286","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.636650","gene","DNA","I",9,529237,0,"U","U",-0.362541666666667,0.029,-1.53037963393088,0.146848219226004,0.249689186229426,-5.96590796907423,-0.362541666666667
"24008",24008,3,7,8,21,"IMAGE:1252102","","Homo sapiens","cDNA_clone","DNA","Experimental","Arachidonate 5-lipoxygenase","gene","DNA","N",19,12946,0,"U","U",0.236875,-0.446357142857143,1.53024509228316,0.146881294872619,0.249733441517346,-5.96609644273625,0.236875
"17392",17392,4,5,22,10,"IMAGE:2107602","","Homo sapiens","cDNA_clone","DNA","Experimental","6714","gene","DNA","E",17,531713,0,"U","U",-0.210041666666666,-1.34714285714286,-1.53009961587358,0.146917065782682,0.249782274932957,-5.9663002208916,-0.210041666666666
"10183",10183,4,3,13,10,"IMAGE:83402","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcription factor 7 (T-cell specific, HMG-box)","gene","DNA","E",3,26906,0,"U","U",-0.487083333333333,-0.7185,-1.52998129795848,0.1469461641593,0.249819759843416,-5.96646594601677,-0.487083333333333
"12996",12996,3,4,6,14,"IMAGE:682922","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus, strongly similar to XP_371501.1 PREDICTED: hypothetical protein MGC22014 [Homo sapiens]","gene","DNA","F",16,1472,0,"U","U",-0.224791666666667,-0.745714285714286,-1.52994177690841,0.146955884804526,0.249824299106595,-5.9665213001485,-0.224791666666667
"22957",22957,2,7,7,16,"IMAGE:202498","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.512211","gene","DNA","C",7,527952,0,"U","U",-0.248791666666667,-0.2155,-1.52991084324519,0.146963493663928,0.249825248080693,-5.96656462585499,-0.248791666666667
"22852",22852,2,7,22,12,"IMAGE:826172","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.460777","gene","DNA","O",19,3166,0,"U","U",-0.291708333333333,-0.463642857142857,-1.52984697609483,0.146979204337073,0.24982559879653,-5.96665407620835,-0.291708333333333
"24913",24913,4,7,13,21,"IMAGE:1031858","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.514846","gene","DNA","I",7,26644,0,"U","U",-0.319958333333333,-0.069,-1.52984436092506,0.146979847672566,0.24982559879653,-5.96665773887632,-0.319958333333333
"25613",25613,1,8,23,14,"IMAGE:293417","","Homo sapiens","cDNA_clone","DNA","Experimental","GPI-anchored membrane protein 1","gene","DNA","L",8,503328,0,"U","U",-0.213291666666667,0.0642142857142857,-1.52982401889977,0.146984851920844,0.24982559879653,-5.96668622868184,-0.213291666666667
"28034",28034,4,8,14,5,"IMAGE:1750673","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.90297","gene","DNA","I",20,531354,0,"U","U",0.2475,-0.498928571428571,1.5297872393194,0.146993900261247,0.249828994050114,-5.96673773923006,0.2475
"5186",5186,2,2,26,23,"IMAGE:277528","","Homo sapiens","cDNA_clone","DNA","Experimental","SH3TC2","gene","DNA","K",14,506307,0,"U","U",-0.397291666666667,-0.261642857142857,-1.52970890867874,0.147013172364254,0.249849764323593,-5.96684743988113,-0.397291666666667
"12020",12020,2,4,20,11,"IMAGE:1681388","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.288736","gene","DNA","O",16,29180,0,"U","U",-0.422583333333333,0.212642857142857,-1.5296185400713,0.14703540887834,0.249875570397421,-5.96697399441569,-0.422583333333333
"26741",26741,2,8,11,22,"IMAGE:589630","","Homo sapiens","cDNA_clone","DNA","Experimental","ENTPD1","gene","DNA","C",8,541524,0,"U","U",0.367541666666667,-0.480857142857143,1.52942284998379,0.147083570996903,0.249937716054778,-5.96724802524847,0.367541666666667
"12087",12087,2,4,27,13,"IMAGE:823691","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.593551","gene","DNA","G",4,500902,0,"U","U",-0.46825,0.966571428571429,-1.52941263607083,0.147086085151532,0.249937716054778,-5.96726232740432,-0.46825
"41352",41352,2,12,12,29,"","F6R_1279_a","Variola virus","ss_oligo","DNA","Experimental","","","","G",24,31030,0,"U","U",1.27825,-0.703928571428571,1.529378401594,0.147094512232056,0.249940049485371,-5.96731026414053,1.27825
"6764",6764,4,2,14,16,"IMAGE:683023","","Homo sapiens","cDNA_clone","DNA","Experimental","GCC2","gene","DNA","M",14,528111,0,"U","U",0.763791666666667,0.392714285714286,1.52921422660932,0.147134930826978,0.24999673942612,-5.96754013889145,0.763791666666667
"36566",36566,1,11,26,19,"IMAGE:1543503","","Homo sapiens","cDNA_clone","DNA","Experimental","Solute carrier family 22 (organic cation transporter), member 14","gene","DNA","L",23,531272,0,"U","U",0.211541666666667,-0.0152142857142857,1.52916280411122,0.147147592568346,0.250006264563615,-5.96761213602446,0.211541666666667
"12871",12871,3,4,1,10,"IMAGE:487444","","Homo sapiens","cDNA_clone","DNA","Experimental","Cyclic AMP phosphoprotein, 19 kD","gene","DNA","N",4,505642,0,"U","U",-0.249666666666667,-0.1335,-1.52913020289526,0.147155620428579,0.250007916122259,-5.96765778038807,-0.249666666666667
"15914",15914,2,5,14,21,"IMAGE:1271400","","Homo sapiens","cDNA_clone","DNA","Experimental","SCAP2","gene","DNA","K",17,26661,0,"U","U",0.444791666666666,-0.967,1.52906561612386,0.147171525636392,0.25002294998678,-5.96774820505118,0.444791666666666
"24021",24021,3,7,21,21,"IMAGE:686733","","Homo sapiens","cDNA_clone","DNA","Experimental","RNASEH2B","gene","DNA","J",7,520308,0,"U","U",-0.296458333333334,-0.831428571428571,-1.52899695339917,0.147188436181936,0.250028523709445,-5.96784433320459,-0.296458333333334
"42454",42454,4,12,4,6,"IMAGE:32509","","Homo sapiens","cDNA_clone","DNA","Experimental","Solute carrier family 15 (H+/peptide transporter), member 2","gene","DNA","A",24,521996,0,"U","U",-0.275666666666667,-0.804142857142857,-1.52899499204075,0.147188919257622,0.250028523709445,-5.96784707906995,-0.275666666666667
"13156",13156,3,4,16,19,"IMAGE:1355676","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","F",16,25088,0,"U","U",-0.19275,0.0301428571428571,-1.52896372619159,0.147196620106856,0.250029618420242,-5.96789085033232,-0.19275
"3006",3006,4,1,6,11,"IMAGE:278023","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.31016","gene","DNA","A",13,507687,0,"U","U",-0.539125,1.03857142857143,-1.52887660012217,0.147218081246212,0.25005408526902,-5.9680128208144,-0.539125
"7714",7714,1,3,4,18,"IMAGE:1186036","","Homo sapiens","cDNA_clone","DNA","Experimental","64005","gene","DNA","D",15,20948,0,"U","U",0.4215,-0.769857142857143,1.52883176569859,0.147229126015736,0.250060858120773,-5.96807558394271,0.4215
"9651",9651,3,3,21,22,"IMAGE:587333","","Homo sapiens","cDNA_clone","DNA","Experimental","Chromosome 20 open reading frame 177","gene","DNA","F",3,511834,0,"U","U",-0.379416666666667,-0.651857142857143,-1.52873267991943,0.147253537853323,0.250090332490859,-5.96821428809327,-0.379416666666667
"35676",35676,4,10,6,20,"IMAGE:1351594","","Homo sapiens","cDNA_clone","DNA","Experimental","BTNL9","gene","DNA","M",22,21491,0,"U","U",0.502,-0.731357142857143,1.52863635132066,0.147277273672763,0.250118655964677,-5.96834912636833,0.502
"32849",32849,1,10,29,15,"IMAGE:1271631","","Homo sapiens","cDNA_clone","DNA","Experimental","Hypothetical protein LOC201895","gene","DNA","D",10,10673,0,"U","U",0.408541666666667,0.157214285714286,1.52854024093965,0.147300958935971,0.250146890868835,-5.96848365303035,0.408541666666667
"25458",25458,1,8,18,9,"IMAGE:23394","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","D",20,510582,0,"U","U",-0.3735,0.574928571428571,-1.52845467909686,0.147322047338181,0.250168828186601,-5.96860340962262,-0.3735
"33999",33999,2,10,9,24,"IMAGE:212188","","Homo sapiens","cDNA_clone","DNA","Experimental","350","gene","DNA","G",10,509257,0,"U","U",-0.436791666666668,-4.67807142857143,-1.52843053914024,0.147327997566388,0.250168828186601,-5.96863719621961,-0.436791666666668
"4606",4606,2,2,16,4,"IMAGE:796290","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","C",14,529299,0,"U","U",-0.249291666666667,-0.0192142857142857,-1.52832238783578,0.14735465813489,0.250202108572625,-5.96878856142689,-0.249291666666667
"35247",35247,4,10,27,5,"IMAGE:1186081","","Homo sapiens","cDNA_clone","DNA","Experimental","60468","gene","DNA","E",10,24797,0,"U","U",-0.275708333333334,-1.14628571428571,-1.52805094174249,0.147421590699142,0.250303762673951,-5.96916843463802,-0.275708333333334
"26386",26386,2,8,16,10,"IMAGE:796282","","Homo sapiens","cDNA_clone","DNA","Experimental","FLNA","gene","DNA","K",20,27814,0,"U","U",-0.570875,1.32521428571429,-1.52788677971008,0.147462081833696,0.250360514883247,-5.96939814615507,-0.570875
"34377",34377,3,10,27,6,"IMAGE:1522301","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.534347","gene","DNA","B",10,26693,0,"U","U",-0.348041666666667,-0.717785714285714,-1.52778279952541,0.147487733754635,0.250392068905561,-5.9695436360783,-0.348041666666667
"24901",24901,4,7,1,21,"IMAGE:1308196","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","A",7,12580,0,"U","U",-0.377833333333333,0.615571428571429,-1.5275928054193,0.147534615030497,0.250459659561882,-5.96980945877799,-0.377833333333333
"23061",23061,2,7,21,19,"IMAGE:2062332","","Homo sapiens","cDNA_clone","DNA","Experimental","Intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","gene","DNA","C",7,528720,0,"U","U",-0.438416666666667,-0.868142857142857,-1.52753900173958,0.147547893434945,0.250470201124918,-5.96988473168771,-0.438416666666667
"30861",30861,3,9,21,9,"IMAGE:565472","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",9,510709,0,"U","U",-0.330166666666667,-0.0915,-1.5274281239022,0.14757526055288,0.25050465685399,-5.97003984691767,-0.330166666666667
"34824",34824,3,10,24,21,"IMAGE:590390","","Homo sapiens","cDNA_clone","DNA","Experimental","85437","gene","DNA","N",22,520243,0,"U","U",-0.361291666666667,-0.534214285714286,-1.52699464084304,0.147682294870676,0.250674335528271,-5.97064619989652,-0.361291666666667
"12942",12942,3,4,12,12,"IMAGE:2516114","","Homo sapiens","cDNA_clone","DNA","Experimental","4688","gene","DNA","J",16,542236,0,"U","U",-0.319958333333334,-4.0075,-1.5269590558834,0.147691084304964,0.250677246128464,-5.97069597031951,-0.319958333333334
"16837",16837,3,5,7,22,"IMAGE:2001626","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",5,23571,0,"U","U",0.221375,0.057,1.52687390493406,0.147712118257182,0.250690753472801,-5.9708150621181,0.221375
