initial_alias,converted_alias,name,description,namespace,,,,,From,To,Species,Gene Name,,,,,,4963,OFC1,Homo sapiens,orofacial cleft 1(OFC1),,,,,,,,,,,,fibro down,,,,,,,,,,mono up,,,,,,,,,mono down,,,
9069,CLDN12,CLDN12,claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034],ENTREZGENE_ACC,,,,,38181,CG12099,Drosophila melanogaster,uncharacterized protein(CG12099),,,,,,8930,MBD4,Homo sapiens,"methyl-CpG binding domain 4, DNA glycosylase(MBD4)",,,,,,,,,,,3410,IDDM11,Homo sapiens,insulin dependent diabetes mellitus 11(IDDM11),,,,,,,,38629,Msr-110,Drosophila melanogaster,Msr-110(Msr-110),,,,,,38165,CG9173,Drosophila melanogaster,uncharacterized protein(CG9173)
24146,CLDN15,CLDN15,claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036],ENTREZGENE_ACC,,,,,37093,CG18536,Drosophila melanogaster,uncharacterized protein(CG18536),,,,,,6992,PPP1R11,Homo sapiens,protein phosphatase 1 regulatory inhibitor subunit 11(PPP1R11),,,,,,,,,,,3419,IDH3A,Homo sapiens,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha(IDH3A),,,,,,,,32408,CG14411,Drosophila melanogaster,uncharacterized protein(CG14411),,,,,,39135,CG16711,Drosophila melanogaster,uncharacterized protein(CG16711)
10686,CLDN16,CLDN16,claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037],ENTREZGENE_ACC,,,,,32408,CG14411,Drosophila melanogaster,uncharacterized protein(CG14411),,,,,,3486,IGFBP3,Homo sapiens,insulin like growth factor binding protein 3(IGFBP3),,,,,,,,,,,10632,ATP5MG,Homo sapiens,ATP synthase membrane subunit g(ATP5MG),,,,,,,,43091,Npl4,Drosophila melanogaster,Nuclear protein localization 4(Npl4),,,,,,39378,Ir68b,Drosophila melanogaster,Ionotropic receptor 68b(Ir68b)
9075,CLDN2,CLDN2,claudin 2 [Source:HGNC Symbol;Acc:HGNC:2041],ENTREZGENE_ACC,,,,,32875,CG7101,Drosophila melanogaster,uncharacterized protein(CG7101),,,,,,3485,IGFBP2,Homo sapiens,insulin like growth factor binding protein 2(IGFBP2),,,,,,,,,,,3418,IDH2,Homo sapiens,isocitrate dehydrogenase (NADP(+)) 2(IDH2),,,,,,,,36791,Lis-1,Drosophila melanogaster,Lissencephaly-1(Lis-1),,,,,,42540,CheB93a,Drosophila melanogaster,Chemosensory protein B 93a(CheB93a)
4850,CNOT4,CNOT4,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880],ENTREZGENE_ACC,,,,,39490,CG11251,Drosophila melanogaster,uncharacterized protein(CG11251),,,,,,25987,TSKU,Homo sapiens,"tsukushi, small leucine rich proteoglycan(TSKU)",,,,,,,,,,,7475,WNT6,Homo sapiens,Wnt family member 6(WNT6),,,,,,,,35103,grnd,Drosophila melanogaster,grindelwald(grnd),,,,,,42429,DPCoAC,Drosophila melanogaster,Dephosphocoenzyme A carrier(DPCoAC)
1690,COCH,COCH,cochlin [Source:HGNC Symbol;Acc:HGNC:2180],ENTREZGENE_ACC,,,,,39492,snky,Drosophila melanogaster,sneaky(snky),,,,,,23325,WASHC4,Homo sapiens,WASH complex subunit 4(WASHC4),,,,,,,,,,,28608,TRBV5-7,Homo sapiens,T cell receptor beta variable 5-7 (non-functional)(TRBV5-7),,,,,,,,31427,CG12680,Drosophila melanogaster,uncharacterized protein(CG12680),,,,,,42545,sp3,Drosophila melanogaster,spermathreecae(sp3)
9382,COG1,COG1,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545],ENTREZGENE_ACC,,,,,39491,trn,Drosophila melanogaster,tartan(trn),,,,,,25989,ULK3,Homo sapiens,unc-51 like kinase 3(ULK3),,,,,,,,,,,7478,WNT8A,Homo sapiens,Wnt family member 8A(WNT8A),,,,,,,,39490,CG11251,Drosophila melanogaster,uncharacterized protein(CG11251),,,,,,41859,mRpL9,Drosophila melanogaster,mitochondrial ribosomal protein L9(mRpL9)
10063,COX17,COX17,cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264],ENTREZGENE_ACC,,,,,39485,Syx13,Drosophila melanogaster,Syntaxin 13(Syx13),,,,,,23326,USP22,Homo sapiens,ubiquitin specific peptidase 22(USP22),,,,,,,,,,,3431,SP110,Homo sapiens,SP110 nuclear body protein(SP110),,,,,,,,39492,snky,Drosophila melanogaster,sneaky(snky),,,,,,39413,CG32104,Drosophila melanogaster,uncharacterized protein(CG32104)
8029,CUBN,CUBN,cubilin [Source:HGNC Symbol;Acc:HGNC:2548],ENTREZGENE_ACC,,,,,39487,CG14115,Drosophila melanogaster,uncharacterized protein(CG14115),,,,,,25988,HINFP,Homo sapiens,histone H4 transcription factor(HINFP),,,,,,,,,,,28607,TRBV5-8,Homo sapiens,T cell receptor beta variable 5-8(TRBV5-8),,,,,,,,36787,CG10734,Drosophila melanogaster,uncharacterized protein(CG10734),,,,,,37877,CG11406,Drosophila melanogaster,uncharacterized protein(CG11406)
1727,CYB5R3,CYB5R3,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873],ENTREZGENE_ACC,,,,,39486,CG11279,Drosophila melanogaster,uncharacterized protein(CG11279),,,,,,8929,PHOX2B,Homo sapiens,paired like homeobox 2B(PHOX2B),,,,,,,,,,,3428,IFI16,Homo sapiens,interferon gamma inducible protein 16(IFI16),,,,,,,,36789,CG8435,Drosophila melanogaster,uncharacterized protein(CG8435),,,,,,31811,l(1)G0020,Drosophila melanogaster,lethal (1) G0020(l(1)G0020)
11258,DCTN3,DCTN3,dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713],ENTREZGENE_ACC,,,,,39489,CG17300,Drosophila melanogaster,uncharacterized protein(CG17300),,,,,,8927,BSN,Homo sapiens,bassoon presynaptic cytomatrix protein(BSN),,,,,,,,,,,7004,TEAD4,Homo sapiens,TEA domain transcription factor 4(TEAD4),,,,,,,,39485,Syx13,Drosophila melanogaster,Syntaxin 13(Syx13),,,,,,42413,CG4360,Drosophila melanogaster,uncharacterized protein(CG4360)
8886,DDX18,DDX18,DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741],ENTREZGENE_ACC,,,,,32616,rngo,Drosophila melanogaster,rings lost(rngo),,,,,,8928,FOXH1,Homo sapiens,forkhead box H1(FOXH1),,,,,,,,,,,8576,STK16,Homo sapiens,serine/threonine kinase 16(STK16),,,,,,,,39486,CG11279,Drosophila melanogaster,uncharacterized protein(CG11279),,,,,,35609,vimar,Drosophila melanogaster,visceral mesodermal armadillo-repeats(vimar)
9993,DGCR2,DGCR2,DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845],ENTREZGENE_ACC,,,,,34226,Try29F,Drosophila melanogaster,Trypsin 29F(Try29F),,,,,,8925,HERC1,Homo sapiens,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1),,,,,,,,,,,1380,CR2,Homo sapiens,complement C3d receptor 2(CR2),,,,,,,,39489,CG17300,Drosophila melanogaster,uncharacterized protein(CG17300),,,,,,35848,beta3GalTII,Drosophila melanogaster,"beta-1,3-Galactosyltransferase II(beta3GalTII)"
1725,DHPS,DHPS,deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869],ENTREZGENE_ACC,,,,,34225,alien,Drosophila melanogaster,alien(alien),,,,,,8926,SNURF,Homo sapiens,SNRPN upstream open reading frame(SNURF),,,,,,,,,,,2900,GRIK4,Homo sapiens,glutamate ionotropic receptor kainate type subunit 4(GRIK4),,,,,,,,32292,CG1640,Drosophila melanogaster,uncharacterized protein(CG1640),,,,,,26791,SNORD58A,Homo sapiens,"small nucleolar RNA, C/D box 58A(SNORD58A)"
9785,DHX38,DHX38,DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211],ENTREZGENE_ACC,,,,,32288,CG15747,Drosophila melanogaster,uncharacterized protein(CG15747),,,,,,5430,POLR2A,Homo sapiens,RNA polymerase II subunit A(POLR2A),,,,,,,,,,,28374,IGHVII-22-1,Homo sapiens,immunoglobulin heavy variable (II)-22-1 (pseudogene)(IGHVII-22-1),,,,,,,,32291,dmrt11E,Drosophila melanogaster,doublesex-Mab related 11E(dmrt11E),,,,,,3237,HOXD11,Homo sapiens,homeobox D11(HOXD11)
1729,DIAPH1,DIAPH1,diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876],ENTREZGENE_ACC,,,,,32285,IP3K2,Drosophila melanogaster,"Inositol 1,4,5-triphosphate kinase 2(IP3K2)",,,,,,23331,TTC28,Homo sapiens,tetratricopeptide repeat domain 28(TTC28),,,,,,,,,,,155,ADRB3,Homo sapiens,adrenoceptor beta 3(ADRB3),,,,,,,,32285,IP3K2,Drosophila melanogaster,"Inositol 1,4,5-triphosphate kinase 2(IP3K2)",,,,,,1058,CENPA,Homo sapiens,centromere protein A(CENPA)
1730,DIAPH2,DIAPH2,diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877],ENTREZGENE_ACC,,,,,37730,pita,Drosophila melanogaster,pita(pita),,,,,,23332,CLASP1,Homo sapiens,cytoplasmic linker associated protein 1(CLASP1),,,,,,,,,,,26870,RNU1-2,Homo sapiens,"RNA, U1 small nuclear 2(RNU1-2)",,,,,,,,37730,pita,Drosophila melanogaster,pita(pita),,,,,,28509,IGHD1-7,Homo sapiens,immunoglobulin heavy diversity 1-7(IGHD1-7)
9787,DLGAP5,DLGAP5,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864],ENTREZGENE_ACC,,,,,36403,CG42663,Drosophila melanogaster,uncharacterized protein(CG42663),,,,,,3492,IGH,Homo sapiens,immunoglobulin heavy locus(IGH),,,,,,,,,,,3434,IFIT1,Homo sapiens,interferon induced protein with tetratricopeptide repeats 1(IFIT1),,,,,,,,37731,Rrp4,Drosophila melanogaster,Rrp4(Rrp4),,,,,,3131,HLF,Homo sapiens,"HLF transcription factor, PAR bZIP family member(HLF)"
23341,DNAJC16,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157],ENTREZGENE_ACC,,,,,36404,Mos,Drosophila melanogaster,Mos oncogene(Mos),,,,,,3491,CCN1,Homo sapiens,cellular communication network factor 1(CCN1),,,,,,,,,,,4780,NFE2L2,Homo sapiens,NFE2 like bZIP transcription factor 2(NFE2L2),,,,,,,,37728,levy,Drosophila melanogaster,levy(levy),,,,,,2039,DMTN,Homo sapiens,dematin actin binding protein(DMTN)
9829,DNAJC6,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469],ENTREZGENE_ACC,,,,,36405,Taz,Drosophila melanogaster,Tafazzin(Taz),,,,,,3490,IGFBP7,Homo sapiens,insulin like growth factor binding protein 7(IGFBP7),,,,,,,,,,,3694,ITGB6,Homo sapiens,integrin subunit beta 6(ITGB6),,,,,,,,37729,Dcp-1,Drosophila melanogaster,Death caspase-1(Dcp-1),,,,,,28461,IGHV1-69,Homo sapiens,immunoglobulin heavy variable 1-69(IGHV1-69)
7266,DNAJC7,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],ENTREZGENE_ACC,,,,,37979,NKAIN,Drosophila melanogaster,"Na,K-ATPase Interacting(NKAIN)",,,,,,3489,IGFBP6,Homo sapiens,insulin like growth factor binding protein 6(IGFBP6),,,,,,,,,,,4300,MLLT3,Homo sapiens,MLLT3 super elongation complex subunit(MLLT3),,,,,,,,37725,Gr59e,Drosophila melanogaster,Gustatory receptor 59e(Gr59e),,,,,,3806,KIR2DS1,Homo sapiens,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1(KIR2DS1)"
10059,DNM1L,DNM1L,dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973],ENTREZGENE_ACC,,,,,34215,C1GalTA,Drosophila melanogaster,Core 1 Galactosyltransferase A(C1GalTA),,,,,,3488,IGFBP5,Homo sapiens,insulin like growth factor binding protein 5(IGFBP5),,,,,,,,,,,8346,H2BC10,Homo sapiens,H2B clustered histone 10(H2BC10),,,,,,,,37726,Gr59f,Drosophila melanogaster,Gustatory receptor 59f(Gr59f),,,,,,28345,IGHVIII-44,Homo sapiens,immunoglobulin heavy variable (III)-44 (pseudogene)(IGHVIII-44)
8110,DPF3,DPF3,double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427],ENTREZGENE_ACC,,,,,37729,Dcp-1,Drosophila melanogaster,Death caspase-1(Dcp-1),,,,,,25992,SNED1,Homo sapiens,"sushi, nidogen and EGF like domains 1(SNED1)",,,,,,,,,,,2364,FRA1E,Homo sapiens,"fragile site, aphidicolin type, common, fra(1)(p21.2)(FRA1E)",,,,,,,,42191,CG18599,Drosophila melanogaster,uncharacterized protein(CG18599),,,,,,2433,FRA10C,Homo sapiens,"fragile site, BrdU type, common, fra(10)(q21)(FRA10C)"
1854,DUT,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],ENTREZGENE_ACC,,,,,34452,CG18302,Drosophila melanogaster,uncharacterized protein(CG18302),,,,,,3487,IGFBP4,Homo sapiens,insulin like growth factor binding protein 4(IGFBP4),,,,,,,,,,,3210,HOXB@,Homo sapiens,homeobox B cluster(HOXB@),,,,,,,,42189,CG12320,Drosophila melanogaster,uncharacterized protein(CG12320),,,,,,4597,MVD,Homo sapiens,mevalonate diphosphate decarboxylase(MVD)
1869,E2F1,E2F1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],ENTREZGENE_ACC,,,,,37967,key,Drosophila melanogaster,kenny(key),,,,,,5425,POLD2,Homo sapiens,"DNA polymerase delta 2, accessory subunit(POLD2)",,,,,,,,,,,3208,HPCA,Homo sapiens,hippocalcin(HPCA),,,,,,,,42185,Mdh2,Drosophila melanogaster,Malate dehydrogenase 2(Mdh2),,,,,,253,ALS3,Homo sapiens,amyotrophic lateral sclerosis 3 (autosomal dominant)(ALS3)
1870,E2F2,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],ENTREZGENE_ACC,,,,,37725,Gr59e,Drosophila melanogaster,Gustatory receptor 59e(Gr59e),,,,,,8932,MBD2,Homo sapiens,methyl-CpG binding domain protein 2(MBD2),,,,,,,,,,,2910,NR3C1P1,Homo sapiens,nuclear receptor subfamily 3 group C member 1 pseudogene 1(NR3C1P1),,,,,,,,42186,14-3-3epsilon,Drosophila melanogaster,14-3-3epsilon(14-3-3epsilon),,,,,,3414,IDDM15,Homo sapiens,insulin dependent diabetes mellitus 15(IDDM15)
1889,ECE1,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146],ENTREZGENE_ACC,,,,,37726,Gr59f,Drosophila melanogaster,Gustatory receptor 59f(Gr59f),,,,,,5427,POLE2,Homo sapiens,"DNA polymerase epsilon 2, accessory subunit(POLE2)",,,,,,,,,,,10868,USP20,Homo sapiens,ubiquitin specific peptidase 20(USP20),,,,,,,,42188,CG18598,Drosophila melanogaster,uncharacterized protein(CG18598),,,,,,28601,TRBV6-6,Homo sapiens,T cell receptor beta variable 6-6(TRBV6-6)
23301,EHBP1,EHBP1,EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144],ENTREZGENE_ACC,,,,,31391,peb,Drosophila melanogaster,pebbled(peb),,,,,,5428,POLG,Homo sapiens,"DNA polymerase gamma, catalytic subunit(POLG)",,,,,,,,,,,3444,IFNA7,Homo sapiens,interferon alpha 7(IFNA7),,,,,,,,35890,CG8243,Drosophila melanogaster,uncharacterized protein(CG8243),,,,,,2457,FRA14B,Homo sapiens,"fragile site, aphidicolin type, common, fra(14)(q23)(FRA14B)"
27102,EIF2AK1,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921],ENTREZGENE_ACC,,,,,31390,CG12684,Drosophila melanogaster,uncharacterized protein(CG12684),,,,,,23548,TTC33,Homo sapiens,tetratricopeptide repeat domain 33(TTC33),,,,,,,,,,,3201,HOXA4,Homo sapiens,homeobox A4(HOXA4),,,,,,,,33232,uncNacbeta,Drosophila melanogaster,uncharacterized nascent polypeptide-associated complex beta subunit(uncNacbeta),,,,,,3028,HSD17B10,Homo sapiens,hydroxysteroid 17-beta dehydrogenase 10(HSD17B10)
8892,EIF2B2,EIF2B2,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258],ENTREZGENE_ACC,,,,,31392,Alms1b,Drosophila melanogaster,Alstrom syndrome 1b(Alms1b),,,,,,5684,PSMA3,Homo sapiens,proteasome 20S subunit alpha 3(PSMA3),,,,,,,,,,,6959,TRBV21OR9-2,Homo sapiens,T cell receptor beta variable 21/OR9-2 (pseudogene)(TRBV21OR9-2),,,,,,,,40432,CG7148,Drosophila melanogaster,uncharacterized protein(CG7148),,,,,,546,ATRX,Homo sapiens,ATRX chromatin remodeler(ATRX)
8891,EIF2B3,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259],ENTREZGENE_ACC,,,,,31157,Ocrl,Drosophila melanogaster,Oculocerebrorenal syndrome of Lowe(Ocrl),,,,,,23782,AP1B1P1,Homo sapiens,AP1B1 pseudogene 1(AP1B1P1),,,,,,,,,,,175,AGA,Homo sapiens,aspartylglucosaminidase(AGA),,,,,,,,40431,eIF2A,Drosophila melanogaster,eukaryotic translation initiation factor 2A(eIF2A),,,,,,10172,ZNF256,Homo sapiens,zinc finger protein 256(ZNF256)
8672,EIF4G3,EIF4G3,eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298],ENTREZGENE_ACC,,,,,43125,CG5886,Drosophila melanogaster,uncharacterized protein(CG5886),,,,,,23301,EHBP1,Homo sapiens,EH domain binding protein 1(EHBP1),,,,,,,,,,,2928,GSC2,Homo sapiens,goosecoid homeobox 2(GSC2),,,,,,,,40430,CG7407,Drosophila melanogaster,uncharacterized protein(CG7407),,,,,,1255,CNA1,Homo sapiens,cornea plana 1 (autosomal dominant)(CNA1)
8178,ELL,ELL,elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114],ENTREZGENE_ACC,,,,,43126,CG5890,Drosophila melanogaster,uncharacterized protein(CG5890),,,,,,23781,AP1B1P2,Homo sapiens,AP1B1 pseudogene 2(AP1B1P2),,,,,,,,,,,7812,CSDE1,Homo sapiens,cold shock domain containing E1(CSDE1),,,,,,,,33227,Spp,Drosophila melanogaster,Signal peptide peptidase(Spp),,,,,,9312,KCNB2,Homo sapiens,potassium voltage-gated channel subfamily B member 2(KCNB2)
10807,ENTR1,ENTR1,endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667],ENTREZGENE_ACC,,,,,43127,Tsp96F,Drosophila melanogaster,Tetraspanin 96F(Tsp96F),,,,,,11320,MGAT4A,Homo sapiens,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A(MGAT4A)",,,,,,,,,,,6980,TRGV6,Homo sapiens,T cell receptor gamma variable 6 (pseudogene)(TRGV6),,,,,,,,33225,ush,Drosophila melanogaster,u-shaped(ush),,,,,,6719,SRD5A1P1,Homo sapiens,steroid 5 alpha-reductase 1 pseudogene 1(SRD5A1P1)
2053,EPHX2,EPHX2,epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402],ENTREZGENE_ACC,,,,,31388,CG11444,Drosophila melanogaster,uncharacterized protein(CG11444),,,,,,6543,SLC8A2,Homo sapiens,solute carrier family 8 member A2(SLC8A2),,,,,,,,,,,6984,TRGV10,Homo sapiens,T cell receptor gamma variable 10 (non-functional)(TRGV10),,,,,,,,33228,nAChRbeta3,Drosophila melanogaster,nicotinic Acetylcholine Receptor beta3(nAChRbeta3),,,,,,2239,GPC4,Homo sapiens,glypican 4(GPC4)
9002,F2RL3,F2RL3,F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540],ENTREZGENE_ACC,,,,,31387,CG3527,Drosophila melanogaster,uncharacterized protein(CG3527),,,,,,10691,GMEB1,Homo sapiens,glucocorticoid modulatory element binding protein 1(GMEB1),,,,,,,,,,,3354,HTR1E,Homo sapiens,5-hydroxytryptamine receptor 1E(HTR1E),,,,,,,,33229,Ets21C,Drosophila melanogaster,Ets at 21C(Ets21C),,,,,,2354,FOSB,Homo sapiens,"FosB proto-oncogene, AP-1 transcription factor subunit(FOSB)"
10827,FAM114A2,FAM114A2,family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333],ENTREZGENE_ACC,,,,,34414,Mdh1,Drosophila melanogaster,Malate dehydrogenase 1(Mdh1),,,,,,7402,UTRN,Homo sapiens,utrophin(UTRN),,,,,,,,,,,3112,HLA-DOB,Homo sapiens,"major histocompatibility complex, class II, DO beta(HLA-DOB)",,,,,,,,40425,CG14564,Drosophila melanogaster,uncharacterized protein(CG14564),,,,,,5883,RAD9A,Homo sapiens,RAD9 checkpoint clamp component A(RAD9A)
10667,FARS2,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]",ENTREZGENE_ACC,,,,,34654,Fam92,Drosophila melanogaster,Fam92(Fam92),,,,,,10690,FUT9,Homo sapiens,fucosyltransferase 9(FUT9),,,,,,,,,,,25897,RNF19A,Homo sapiens,"ring finger protein 19A, RBR E3 ubiquitin protein ligase(RNF19A)",,,,,,,,31390,CG12684,Drosophila melanogaster,uncharacterized protein(CG12684),,,,,,6567,SLC16A2,Homo sapiens,solute carrier family 16 member 2(SLC16A2)
10056,FARSB,FARSB,phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800],ENTREZGENE_ACC,,,,,31389,CG3546,Drosophila melanogaster,uncharacterized protein(CG3546),,,,,,10692,RRH,Homo sapiens,retinal pigment epithelium-derived rhodopsin homolog(RRH),,,,,,,,,,,25898,RCHY1,Homo sapiens,ring finger and CHY zinc finger domain containing 1(RCHY1),,,,,,,,40429,CycH,Drosophila melanogaster,Cyclin H(CycH),,,,,,3699,ITIH3,Homo sapiens,inter-alpha-trypsin inhibitor heavy chain 3(ITIH3)
23291,FBXW11,FBXW11,F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607],ENTREZGENE_ACC,,,,,31386,CG11436,Drosophila melanogaster,uncharacterized protein(CG11436),,,,,,6548,SLC9A1,Homo sapiens,solute carrier family 9 member A1(SLC9A1),,,,,,,,,,,1291,COL6A1,Homo sapiens,collagen type VI alpha 1 chain(COL6A1),,,,,,,,40427,CG7370,Drosophila melanogaster,uncharacterized protein(CG7370),,,,,,5636,PRPSAP2,Homo sapiens,phosphoribosyl pyrophosphate synthetase associated protein 2(PRPSAP2)
26127,FGFR1OP2,FGFR1OP2,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098],ENTREZGENE_ACC,,,,,31385,CG15912,Drosophila melanogaster,uncharacterized protein(CG15912),,,,,,9832,JAKMIP2,Homo sapiens,janus kinase and microtubule interacting protein 2(JAKMIP2),,,,,,,,,,,744,MPPED2,Homo sapiens,metallophosphoesterase domain containing 2(MPPED2),,,,,,,,38589,Rh50,Drosophila melanogaster,Rh50(Rh50),,,,,,28644,TRAV38-1,Homo sapiens,T cell receptor alpha variable 38-1(TRAV38-1)
9457,FHL5,FHL5,four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371],ENTREZGENE_ACC,,,,,36831,wcd,Drosophila melanogaster,wicked(wcd),,,,,,9830,TRIM14,Homo sapiens,tripartite motif containing 14(TRIM14),,,,,,,,,,,6977,TRGV4,Homo sapiens,T cell receptor gamma variable 4(TRGV4),,,,,,,,31386,CG11436,Drosophila melanogaster,uncharacterized protein(CG11436),,,,,,21142,T(2;5)43Ad,Mus musculus,"reciprocal translocation, Chr 2 and 5, Adler 43(T(2;5)43Ad)"
11259,FILIP1L,FILIP1L,filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589],ENTREZGENE_ACC,,,,,34644,CG17217,Drosophila melanogaster,uncharacterized protein(CG17217),,,,,,9831,ZNF623,Homo sapiens,zinc finger protein 623(ZNF623),,,,,,,,,,,506,ATP5F1B,Homo sapiens,ATP synthase F1 subunit beta(ATP5F1B),,,,,,,,31385,CG15912,Drosophila melanogaster,uncharacterized protein(CG15912),,,,,,27008,Micall1,Mus musculus,"microtubule associated monooxygenase, calponin and LIM domain containing -like 1(Micall1)"
24147,FJX1,FJX1,four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166],ENTREZGENE_ACC,,,,,36829,CG7997,Drosophila melanogaster,uncharacterized protein(CG7997),,,,,,23531,MMD,Homo sapiens,monocyte to macrophage differentiation associated(MMD),,,,,,,,,,,628,BEVI,Homo sapiens,baboon M7 virus integration site(BEVI),,,,,,,,36831,wcd,Drosophila melanogaster,wicked(wcd),,,,,,28177,D16Ium34e,Mus musculus,"DNA segment, Chr 16, Indiana University Medical 34, expressed(D16Ium34e)"
8928,FOXH1,FOXH1,forkhead box H1 [Source:HGNC Symbol;Acc:HGNC:3814],ENTREZGENE_ACC,,,,,31132,CG14811,Drosophila melanogaster,uncharacterized protein(CG14811),,,,,,9825,SPATA2,Homo sapiens,spermatogenesis associated 2(SPATA2),,,,,,,,,,,507,ATP5F1BP1,Homo sapiens,ATP synthase F1 subunit beta pseudogene 1(ATP5F1BP1),,,,,,,,39531,CG13737,Drosophila melanogaster,uncharacterized protein(CG13737),,,,,,21312,T(X;7)18Rl,Mus musculus,"reciprocal translocation, Chr X and 7, Russell 18(T(X;7)18Rl)"
3607,FOXK2,FOXK2,forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036],ENTREZGENE_ACC,,,,,33545,CG8837,Drosophila melanogaster,uncharacterized protein(CG8837),,,,,,9826,ARHGEF11,Homo sapiens,Rho guanine nucleotide exchange factor 11(ARHGEF11),,,,,,,,,,,10048,RANBP9,Homo sapiens,RAN binding protein 9(RANBP9),,,,,,,,39530,CG8745,Drosophila melanogaster,uncharacterized protein(CG8745),,,,,,20980,Syt2,Mus musculus,synaptotagmin II(Syt2)
10690,FUT9,FUT9,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],ENTREZGENE_ACC,,,,,33303,Charon,Drosophila melanogaster,charon(Charon),,,,,,9829,DNAJC6,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C6(DNAJC6),,,,,,,,,,,7706,TRIM25,Homo sapiens,tripartite motif containing 25(TRIM25),,,,,,,,34087,pes,Drosophila melanogaster,peste(pes),,,,,,20555,Slfn1,Mus musculus,schlafen 1(Slfn1)
2549,GAB1,GAB1,GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066],ENTREZGENE_ACC,,,,,33543,CG3277,Drosophila melanogaster,uncharacterized protein(CG3277),,,,,,9827,RGP1,Homo sapiens,"RGP1 homolog, RAB6A GEF complex partner 1(RGP1)",,,,,,,,,,,2274,FHL2,Homo sapiens,four and a half LIM domains 2(FHL2),,,,,,,,36825,CG4282,Drosophila melanogaster,uncharacterized protein(CG4282),,,,,,18754,Prkce,Mus musculus,"protein kinase C, epsilon(Prkce)"
